entity_id,category,category_readable,entity_alias,entity_alias_basket,entity_alias_readable,entity_alias_synonyms,entity_alias_url,natural_source_name,natural_source_url
949,dish,Dish,,,Arepa,,https://en.wikipedia.org/wiki/Arepa,,
950,fishseafood-seafood,Seafood,,,Ascidians,"Ascidians, Sea squirts",https://en.wikipedia.org/wiki/Ascidiacea,Tunicate,https://en.wikipedia.org/wiki/Tunicate
951,dish,Dish,,,Gefilte fish,,https://en.wikipedia.org/wiki/Gefilte_fish,,
952,plant,Plant,,,Yellow pond lily,brandy bottle,https://en.wikipedia.org/wiki/Nuphar_lutea,Nuphar,https://en.wikipedia.org/wiki/Nuphar
953,dish,Dish,,,Fish burger,,https://en.wikipedia.org/wiki/Filet-O-Fish,,
954,dish,Dish,,,Other dish,,,,
955,dish,Dish,,,Pot pie,,https://en.wikipedia.org/wiki/Pot_pie,,
956,additive,Additive,,,Stuffing,,https://en.wikipedia.org/wiki/Stuffing,,
958,bakery,Bakery,,,Fudge,,https://en.wikipedia.org/wiki/Fudge,Cattle,https://en.wikipedia.org/wiki/Cattle
959,bakery,Bakery,,,Candy bar,,https://en.wikipedia.org/wiki/Chocolate_bar,Theobroma,https://en.wikipedia.org/wiki/Theobroma
960,dairy,Dairy,,,Condensed milk,,https://en.wikipedia.org/wiki/Condensed_milk,Cattle,https://en.wikipedia.org/wiki/Cattle
961,additive,Additive,,,Margarine,,https://en.wikipedia.org/wiki/Margarine,Vegetable oil,https://en.wikipedia.org/wiki/Vegetable_oil
962,additive,Additive,,,Margarine like spread,,,,
963,dish,Dish,,,Hummus,,https://en.wikipedia.org/wiki/Hummus,,
964,dish,Dish,,,Potato puffs,,,,
965,dish,Dish,,,Potato gratin,,https://en.wikipedia.org/wiki/Gratin,Potato,https://en.wikipedia.org/wiki/Potato
967,fruit-berry,Berry,,,Chinese bayberry,"Yangmei, Yamamomo, Mountain peach, Chinese bayberry, Japanese bayberry, Red bayberry, Yumberry, Waxberry, Chinese strawberry",https://en.wikipedia.org/wiki/Myrica_rubra,Myrica,https://en.wikipedia.org/wiki/Myrica
968,vegetable,Vegetable,,,Green zucchini,Courgette,https://en.wikipedia.org/wiki/Zucchini,Cucurbita_pepo,https://en.wikipedia.org/wiki/Cucurbita_pepo
969,vegetable,Vegetable,,,Yellow zucchini,Yellow zucchini,https://en.wikipedia.org/wiki/Zucchini,Cucurbita_pepo,https://en.wikipedia.org/wiki/Cucurbita_pepo
970,fruit-berry,Berry,,,Saskatoon berry," Saskatoon, Pacific serviceberry, Western serviceberry, Alder-leaf shadbush, Dwarf shadbush, Chuckley pear, Western juneberry",https://en.wikipedia.org/wiki/Amelanchier_alnifolia,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier
971,fruit-berry,Berry,,,Nanking cherry,"Korean cherry, Manchu cherry, Downy cherry, Shanghai cherry, Ando cherry, Mountain cherry, Chinese bush cherry, Chinese dwarf cherry",https://en.wikipedia.org/wiki/Prunus_tomentosa,Prunus cerasus,https://en.wikipedia.org/wiki/Prunus_cerasus
972,fruit,Fruit,,,Japanese pumpkin,"Japanese pumpkin, Kabocha",https://en.wikipedia.org/wiki/Kabocha,Winter squash,https://en.wikipedia.org/wiki/Winter_squash
977,meat,Meat,,,Guinea hen,"Pet speckled hen, original fowl, Guinea fowl",https://en.wikipedia.org/wiki/Guinea_hen,Galliformes,https://en.wikipedia.org/wiki/Galliformes
978,vegetable-gourd,Gourd,,,Cucurbita,Cucurbita,https://en.wikipedia.org/wiki/Cucurbita,cucurbita,https://en.wikipedia.org/wiki/Cucurbita
